Key,Block Number,Road Name,Property City,Property State,Zip Code Short,Neighborhood,Property Use,Parcel Square Footage,Finished Living Space,2016 Land,2016 Building,2015 Land,2015 Building,2012 Land,2012 Building,Most Recent Sale Date, Sale Price 
1090,700,Colonial Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2500,2327,90700,268500,90700,268500,90700,268500,Jun 12 2002,265000
1091,700,Colonial Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,3400,2489,135700,298200,135700,298200,135700,298200,Mar  3 2000,259000
1092,500,Warren Cres,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,3300,2747,98000,335500,98000,318700,98000,318700,Aug  3 2010,0
1093,700,W Princess ,Norfolk                         ,VA  ,23517,150300,Triplex,3675,3167,142400,214200,142400,214200,142400,214200,May 19 2016,352000
1094,500,Warren Cres,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,5331,215000,492300,215000,468300,215000,468300,Mar 17 1972,0
1095,700,Boush St,Norfolk                         ,VA  ,23510,150990,Commercial,7564,NULL,301000,416300,301000,416300,301000,416300,May 14 2014,0
1097,800,W Princess ,Norfolk                         ,VA  ,23517,150180,Condominium,0,1225,15900,101100,15900,101100,15900,101100,Nov  4 2015,95000
1098,600,Redgate Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,1298,62300,152700,62300,152700,62300,152700,May 24 2002,110000
1099,600,Redgate Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,1298,62300,152700,62300,152700,62300,152700,Mar  7 2016,199900
1100,800,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,959,64300,87100,64300,87100,64300,87100,Jun 25 2009,195000
1101,800,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,959,64300,87100,64300,87100,64300,87100,Nov 16 1989,57200
1102,800,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,959,64300,87100,64300,87100,64300,87100,Mar 28 2006,198000
1103,800,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,959,64300,87100,64300,87100,64300,87100,Dec 14 2009,0
1105,800,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,959,64300,87100,64300,87100,64300,87100,Jun 27 2002,79000
1106,800,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,959,64300,87100,64300,87100,64300,87100,Oct 27 2004,155000
1107,800,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,959,64300,87100,64300,87100,64300,87100,Jul 18 2013,140000
1108,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,1808,1706,92600,225200,92600,225200,92600,225200,Jul 23 2015,0
1109,1000,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1654,63200,212100,63200,212100,63200,212100,Nov  9 2005,0
1110,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,3302,1651,97400,206600,97400,206600,97400,206600,Sep 14 2000,167900
1111,700,Shirley Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,7875,2562,304900,197400,304900,197400,304900,197400,May 30 1986,52500
1113,600,W Princess ,Norfolk                         ,VA  ,23517,150300,Duplex,4400,4282,166700,179600,166700,179600,166700,179600,Aug  7 2009,380000
1114,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2600,1651,76800,206500,76800,206500,76800,206500,Sep  8 2015,0
1115,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2762,3140,97100,325500,97100,325500,97100,325500,Dec 17 2014,469000
1116,700,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,10100,5104,377600,332100,377600,332100,377600,332100,Nov  8 2006,710000
1117,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3750,1924,121000,125400,121000,125400,121000,125400,May 27 2014,0
1118,500,Spotswood Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5750,3530,210100,290500,210100,290500,210100,290500,Aug  7 2015,0
1119,700,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,0,2680,102100,243300,102100,243300,102100,243300,Jul 11 1997,185000
1121,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,6055,135000,699800,135000,665400,135000,665400,Nov  3 1993,436500
1122,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,1670,73900,225100,73900,225100,73900,225100,May 21 2004,267000
1123,700,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4725,3906,183100,330000,183100,330000,183100,330000,Oct  5 2005,0
1124,800,Gates Av,Norfolk                         ,VA  ,23517,150390,Co-op,0,NULL,744200,1217800,744200,1127800,744200,1127800,Oct 14 1930,0
1125,700,Stockley Gdns,Norfolk                         ,VA  ,23507,150300,Triplex,3125,3478,108000,254100,108000,254100,108000,254100,Jul 25 2005,0
1126,500,Washington Park,Norfolk                         ,VA  ,23517,150300,Vacant Land,2688,NULL,85300,0,85300,0,85300,0,Sep  1 1993,7800
1127,300,W 21st ,Norfolk                         ,VA  ,23517,150590,Commercial,5274,NULL,124800,505700,124800,505700,124800,505700,Aug 26 2011,800000
1129,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Single Family - Attached,2632,2444,87500,339400,87500,322500,87500,322500,Oct 30 2002,0
1130,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Single Family - Attached,0,3046,103000,290500,103000,276000,103000,276000,Nov 23 1994,130000
1131,500,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,0,4018,244500,478500,244500,533400,244500,533400,May 25 2001,430000
1132,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2876,2346,125500,238600,125500,238600,125500,238600,Feb 18 1992,140600
1133,400,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,2420,72500,287500,72500,273200,72500,273200,Apr  6 2012,385000
1134,900,Brandon Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4100,1698,129800,142400,129800,142400,129800,142400,Dec  1 1997,112900
1135,800,Redgate Av,Norfolk                         ,VA  ,23507,150190,Commercial,3115,NULL,38800,186900,38800,186900,38800,186900,Feb  3 2006,0
1137,600,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,0,2508,203300,194000,203300,194000,203300,194000,Feb 14 2008,0
1138,900,Colonial Av ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1612,29000,237300,29000,237300,29000,237300,Mar 18 1991,110000
1139,900,Colonial Av ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1903,34300,236400,34300,236400,34300,236400,Jul  2 2013,275000
1140,900,Colonial Av ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1028,18500,150800,18500,150800,18500,150800,Jan 30 2009,170000
1141,700,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Duplex,5722,2004,221800,136500,221800,136500,221800,136500,Nov 29 2002,187000
1142,400,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1700,74700,224500,74700,224500,74700,224500,Apr 23 1996,144900
1143,500,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3704,108000,485200,108000,460900,108000,460900,Jun 30 2004,0
1145,200,W Olney ,Norfolk                         ,VA  ,23507,150990,Commercial,18848,NULL,463500,252700,463500,252700,463500,252700,Jul 21 1980,0
1146,1900,Colley Av,Norfolk                         ,VA  ,23517,150390,Commercial,0,NULL,338100,460700,338100,485100,338100,485100,Jul 21 1980,0
1147,700,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4210,2220,163300,270000,163300,270000,163300,270000,Feb 20 2002,255000
1148,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2000,1648,69600,215100,69600,215100,69600,215100,Dec 22 2009,0
1149,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2000,1866,97400,213800,97400,213800,97400,213800,Mar 17 1980,0
1150,500,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,0,5259,362300,637500,362300,710800,362300,710800,Feb  5 2015,0
1151,800,Westover Av,Norfolk                         ,VA  ,23507,150100,Fourplex,4689,4222,124600,262300,124600,262300,124600,262300,Aug 26 2002,0
1153,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2212,2775,85300,327400,85300,327400,85300,327400,Nov  8 2004,420000
1154,500,Boissevain Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,3200,2250,195000,204700,195000,204700,195000,204700,Oct 31 2012,0
1155,900,Colonial Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,3800,2414,150700,254200,150700,254200,150700,254200,Jul 17 2013,0
1156,600,W Olney ,Norfolk                         ,VA  ,23510,150680,Condominium,0,1417,29800,184400,29800,184400,29800,184400,Mar  8 2007,230000
1157,600,W Princess ,Norfolk                         ,VA  ,23517,150300,Duplex,6600,3870,248300,168500,248300,168500,248300,168500,Jun 30 1994,0
1158,900,Colonial Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,4800,2483,155000,270500,155000,270500,155000,270500,Jun 30 2012,270999
1159,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,1900,1867,84500,246100,84500,246100,84500,246100,Sep 22 1977,60500
1161,900,Gates Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5225,2324,183500,172800,183500,172800,183500,172800,May 28 1996,126000
1162,500,Pembroke Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,4620,215000,329000,215000,313100,215000,313100,Jan 26 2012,545000
1163,600,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2100,2808,93600,298600,93600,298600,93600,298600,Apr 17 2013,499000
1164,300,Colonial Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,6191,505000,522600,505000,497000,505000,497000,Sep  3 1996,315000
1165,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2716,92000,315500,92000,315500,92000,315500,Sep  6 2013,0
1166,500,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,4203,2482,154400,277800,154400,277800,154400,277800,Apr  7 2014,435000
1167,600,W Olney ,Norfolk                         ,VA  ,23507,150300,Duplex,3125,3600,108400,258400,108400,258400,108400,258400,Oct 21 2011,385000
1169,1400,Colley Av,Norfolk                         ,VA  ,23517,150390,Commercial,5179,NULL,124300,242500,124300,242500,124300,242500,Jun  1 1981,85000
1170,500,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,3600,3572,193200,424300,193200,473100,193200,473100,Aug  6 1996,250000
1171,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Triplex,0,3521,86000,342400,86000,325300,86000,325300,Apr 26 2012,0
1172,600,Boissevain Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,3200,3054,108400,403500,108400,403500,108400,403500,Sep 29 2015,490000
1173,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2411,87700,279700,87700,279700,87700,279700,Apr 11 1994,158500
1174,800,Redgate Av,Norfolk                         ,VA  ,23507,150100,Single Family - Detached,2963,2259,60200,199200,60200,199200,60200,199200,May 11 2010,276000
1175,300,W 21st ,Norfolk                         ,VA  ,23517,150590,Commercial,20900,NULL,494400,206600,494400,206600,494400,206600,Jun 18 2010,0
1177,500,Warren Cres,Norfolk                         ,VA  ,23507,150600,Vacant Land,0,NULL,40500,0,40500,0,40500,0,Feb  2 1999,530000
1178,500,Warren Cres,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,5900,297500,594800,297500,565000,297500,565000,Feb  2 1999,530000
1179,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,3640,1731,107500,223200,107500,223200,107500,223200,May 15 1989,150000
1180,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3443,90500,424200,90500,403100,90500,403100,Jun 18 2012,515000
1181,800,Shirley Av,Norfolk                         ,VA  ,23517,150390,Apartment,0,NULL,285500,383900,285500,477000,285500,477000,Feb 25 2010,0
1182,800,Westover Av,Norfolk                         ,VA  ,23507,150190,Apartment,12802,NULL,345600,1061200,345600,992500,345600,992500,Nov 15 1994,0
1183,500,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,14100,7411,483000,538700,483000,599000,483000,599000,Dec 26 2012,0
1185,600,Redgate Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2879,3297,105400,270400,105400,270400,105400,270400,Feb 28 1974,0
1186,900,Brandon Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3800,968,121000,136300,121000,136300,121000,136300,Dec 13 2000,108000
1187,300,Colonial Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,2880,174500,277100,174500,263200,174500,263200,Nov  5 1981,84800
1188,700,W Princess ,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3076,2002,119200,183800,119200,183800,119200,183800,Apr 30 2009,247000
1189,900,Brandon Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4000,1655,129800,193300,129800,193300,129800,193300,Jun 11 2004,290000
1190,900,Harrington Av,Norfolk                         ,VA  ,23517,150390,Apartment,0,NULL,350500,524100,350500,434400,350500,434400,Jul 22 2015,0
1191,1300,Stockley Gdns,Norfolk                         ,VA  ,23517,150300,Fourplex,6050,4891,240700,250700,240700,250700,240700,250700,Jun 25 2015,270000
1193,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2736,83800,311700,83800,311700,83800,311700,Jan 18 1996,0
1194,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2736,103000,315900,103000,315900,103000,315900,Aug 16 1993,170000
1195,1000,Colonial Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,568,13600,77400,13600,72400,13600,72400,Jan 29 2008,0
1196,500,Mowbray Arch,Norfolk                         ,VA  ,23508,150650,Single Family - Detached,2536,3388,114400,605500,114400,675000,114400,675000,Apr 27 2012,115000
1197,500,Warren Cres,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,2500,3322,98000,429400,98000,407900,98000,407900,Jun 15 2000,299000
1198,1100,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,4234,249300,418000,249300,418000,249300,418000,Aug 16 1991,385000
1199,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,2879,2848,105400,385800,105400,385800,105400,385800,Sep 25 2007,0
1201,500,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Triplex,6250,4698,182500,534400,182500,507700,182500,507700,Apr 22 2015,0
1202,500,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Vacant Land,0,NULL,90500,0,90500,0,90500,0,Apr 22 2015,0
1203,800,W Princess ,Norfolk                         ,VA  ,23517,150180,Condominium,0,1212,15800,98500,15800,98500,15800,98500,Sep 27 2007,195000
1204,700,Shirley Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4242,2498,164200,337100,164200,337100,164200,337100,Nov 24 2010,0
1205,900,Gates Av,Norfolk                         ,VA  ,23517,150300,Duplex,4275,3090,150000,172200,150000,172200,150000,172200,Dec  2 2013,0
1206,800,Graydon Av,Norfolk                         ,VA  ,23507,150100,Single Family - Detached,22900,4304,466100,201700,466100,201700,466100,201700,Dec  2 1968,0
1207,600,Stockley Gdns ,Norfolk                         ,VA  ,23507,150680,Condominium,0,1363,28600,168600,28600,168600,28600,168600,Mar  2 1992,75000
1209,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,4318,3694,157900,428600,157900,428600,157900,428600,Jun  2 2014,589000
1210,900,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,945,66200,87100,66200,87100,66200,87100,Jul 25 2000,71000
1211,900,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,945,66200,87100,66200,87100,66200,87100,Jun 23 2014,159000
1212,900,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,945,66200,87100,66200,87100,66200,87100,Jun 17 2010,158000
1213,900,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,945,66200,87100,66200,87100,66200,87100,Dec 11 1997,52300
1214,900,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,945,66200,87100,66200,87100,66200,87100,Jul 31 2006,200000
1215,900,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,945,66200,87100,66200,87100,66200,87100,Jun  9 2016,162900
1217,900,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,945,66200,87100,66200,87100,66200,87100,Mar 22 2016,165000
1218,900,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,945,66200,87100,66200,87100,66200,87100,Jun 15 2006,190000
1219,900,Colley Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,945,66200,87100,66200,87100,66200,87100,Feb 21 2006,196000
1220,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,2300,1925,101800,206700,101800,206700,101800,206700,Jan 31 1996,131500
1221,800,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,2500,1584,82700,156700,82700,156700,82700,156700,Mar 24 2014,240000
1222,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3750,1392,128000,106300,128000,106300,128000,106300,Nov 16 1993,90000
1223,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Vacant Land,3750,NULL,128000,0,128000,0,128000,0,Nov 16 1993,90000
1225,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5000,2011,170500,199300,170500,199300,170500,199300,May 19 2010,354750
1226,500,Pembroke Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3519,154500,430600,154500,409300,154500,409300,Oct  2 2015,0
1227,400,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Duplex,2668,2881,146600,252200,146600,281200,146600,281200,Sep 15 1971,19500
1228,400,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3103,90500,377500,90500,358600,90500,358600,Jun  8 1981,165000
1229,1100,Colonial Av,Norfolk                         ,VA  ,23507,150390,Commercial,0,NULL,164000,233200,164000,233200,164000,233200,Jan 28 2013,931000
1230,600,Botetourt Gdns,Norfolk                         ,VA  ,23507,150600,Single Family - Attached,0,2623,80900,279700,80900,266100,80900,266100,Apr 18 2014,388500
1231,400,Warren Cres,Norfolk                         ,VA  ,23507,150600,Triplex,0,4505,182500,307600,182500,292700,182500,292700,Nov  4 1992,40000
1233,900,Spotswood Av,Norfolk                         ,VA  ,23517,150390,Apartment,0,NULL,293400,1059200,293400,1023400,293400,1023400,Jan 14 1982,0
1234,500,Spotswood Av,Norfolk                         ,VA  ,23517,150390,Co-op,0,NULL,833300,1128700,833300,1038700,833300,1038700,Nov 15 1929,0
1235,800,Graydon Av,Norfolk                         ,VA  ,23507,150100,Duplex,4180,4197,113600,228000,113600,228000,113600,228000,Dec 12 2003,424000
1236,800,W Princess ,Norfolk                         ,VA  ,23507,150100,Vacant Land,0,NULL,36100,0,36100,0,36100,0,Dec 12 2003,424000
1237,500,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Duplex,8625,8001,245000,456100,245000,348700,245000,348700,Aug 26 2015,715000
1238,800,Shirley Av,Norfolk                         ,VA  ,23517,150300,Triplex,4000,2550,124200,165900,124200,165900,124200,165900,Jul 29 2003,262500
1239,900,Woodrow Av,Norfolk                         ,VA  ,23517,150300,Duplex,5000,3102,169200,164800,169200,164800,169200,164800,Feb 18 2005,0
1241,800,Brandon Av,Norfolk                         ,VA  ,23517,150300,Vacant Land,2500,NULL,82700,0,82700,0,82700,0,Mar 17 2010,0
1242,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,1400,1867,97100,248900,97100,248900,97100,248900,Mar 12 2008,405000
1243,700,Stockley Gdns,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,3125,3478,108000,312100,108000,312100,108000,312100,Feb 18 2008,0
1244,800,Spotswood Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,2500,2540,82700,243800,82700,243800,82700,243800,Feb  1 2003,0
1245,800,Spotswood Av,Norfolk                         ,VA  ,23517,150300,Vacant Land,2500,NULL,41400,0,41400,0,41400,0,Feb  1 2003,0
1246,400,Warren Cres,Norfolk                         ,VA  ,23507,150600,Vacant Land,3900,NULL,98000,0,98000,0,98000,0,May 20 2014,399000
1247,500,Washington Park,Norfolk                         ,VA  ,23517,150300,Duplex,8192,4601,188200,235700,188200,235300,188200,235300,Sep 28 1978,0
1249,1300,Stockley Gdns,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4743,1429,197300,191700,197300,191700,197300,191700,Feb  2 1998,137000
1250,500,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Detached,9800,4405,391000,489500,391000,545800,391000,545800,Apr 17 2006,1000000
1251,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,2879,1920,105400,233300,105400,233300,105400,233300,Jan 28 2014,315000
1252,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1316,94900,157800,94900,157800,94900,157800,Nov  9 1988,105000
1253,800,Spotswood Av,Norfolk                         ,VA  ,23517,150300,Duplex,2500,2095,82700,182900,82700,182900,82700,182900,Dec 27 1991,120000
1254,800,Graydon Av,Norfolk                         ,VA  ,23507,150100,Single Family - Detached,4688,4307,115800,460100,115800,460100,115800,460100,Aug  6 2009,670000
1255,1500,Colley Av,Norfolk                         ,VA  ,23517,150390,Commercial,0,NULL,288300,867500,288300,867500,288300,867500,Apr 28 2011,0
1257,800,Colonial Av,Norfolk                         ,VA  ,23507,150390,Apartment,0,NULL,261200,934900,261200,875100,261200,875100,Sep 25 2009,0
1258,600,Graydon Av,Norfolk                         ,VA  ,23507,150390,Apartment,0,NULL,44500,1020700,384200,648300,384200,648300,Jun 25 2007,0
1259,800,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5200,2896,165800,122400,165800,122400,165800,122400,Jan 15 2004,292000
1260,800,Redgate Av,Norfolk                         ,VA  ,23507,150190,Apartment,8421,NULL,222800,191000,222800,203300,222800,203300,Feb 18 2003,480000
1261,800,Brandon Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3200,1610,105800,177800,105800,177800,105800,177800,Aug 13 1993,108900
1262,600,Graydon Av,Norfolk                         ,VA  ,23507,150300,Fourplex,4600,3922,192200,239800,192200,239800,192200,239800,Aug 23 2013,0
1263,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2086,152200,303300,152200,303300,152200,303300,Dec 20 2011,475000
1265,900,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,3400,70600,395300,70600,395300,70600,395300,Feb 23 2004,566000
1266,500,Pembroke Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,9375,6182,297500,350900,297500,334000,297500,334000,Feb 28 2011,515000
1267,900,Gates Av,Norfolk                         ,VA  ,23517,150300,Duplex,4750,3904,167000,217500,167000,217500,167000,217500,Jun 14 2002,205000
1268,700,Shirley Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5250,2939,203300,293400,203300,293400,203300,293400,Aug 27 2004,729900
1269,700,Shirley Av,Norfolk                         ,VA  ,23517,150300,Vacant Land,2625,NULL,101800,0,101800,0,101800,0,Aug 27 2004,729900
1270,700,Shirley Av,Norfolk                         ,VA  ,23517,150300,Vacant Land,2625,NULL,101800,0,101800,0,101800,0,Aug 27 2004,729900
1271,300,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1987,103000,288900,103000,288900,103000,288900,Mar  8 2001,205500
1273,500,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2821,1895,103300,223600,103300,223600,103300,223600,Nov 24 1978,84400
1274,500,W Olney ,Norfolk                         ,VA  ,23507,150600,Single Family - Attached,0,2068,60000,201800,60000,191700,60000,191700,May  1 1992,150000
1275,800,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Non-Taxable,0,NULL,155900,7600,155900,7600,155900,7600,Jun 30 1980,0
1276,1700,Core Av,Norfolk                         ,VA  ,23517,150300,Triplex,5400,3802,142800,273300,142800,273300,142800,273300,Dec 27 2002,295000
1277,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,2100,1730,135700,185700,135700,185700,135700,185700,Oct 30 2015,315000
1278,900,Woodrow Av,Norfolk                         ,VA  ,23517,150300,Duplex,5000,3592,162000,151800,162000,151800,162000,151800,Sep 27 2011,185000
1279,400,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Attached,3600,3735,169600,685300,169600,763300,169600,763300,May 20 2014,399000
1281,1300,Stockley Gdns,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5500,2671,207400,300300,207400,300300,207400,300300,May 24 2016,420000
1282,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2719,87700,297100,87700,297100,87700,297100,Jun  4 1991,170000
1283,600,Boissevain Av,Norfolk                         ,VA  ,23507,150690,Apartment,6602,NULL,178300,320200,178300,306000,178300,306000,Jan  3 1989,310000
1284,600,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Duplex,3900,2708,130200,198400,130200,198400,130200,198400,Aug  4 2010,0
1285,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,2359,90500,351600,90500,334900,90500,334900,Jan 13 2015,466000
1286,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,2462,90500,361500,90500,344500,90500,344500,May 26 2016,439000
1287,700,W Princess ,Norfolk                         ,VA  ,23517,150300,Triplex,3990,2915,154700,231800,154700,231800,154700,231800,Jun 27 2014,377000
1289,500,Colonial Av,Norfolk                         ,VA  ,23507,150600,Single Family - Attached,0,2700,68500,450100,68500,427600,68500,427600,Sep 10 2010,600000
1290,600,Stockley Gdns,Norfolk                         ,VA  ,23507,150300,Duplex,3875,3605,134300,241000,134300,241000,134300,241000,Sep 26 2008,0
1291,700,Colonial Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,3400,3759,111600,377700,111600,375800,111600,375800,May 15 2015,490000
1292,500,Pembroke Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3733,297500,416300,297500,396200,297500,396200,Oct 31 2001,0
1293,1100,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,2686,247700,305000,247700,305000,247700,305000,Sep 23 1996,265000
1294,2000,Colonial Av,Norfolk                         ,VA  ,23517,150390,Commercial,58536,NULL,918600,1313100,918600,1437100,918600,1437100,Feb 29 2008,0
1295,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,3640,1651,107500,209100,107500,209100,107500,209100,Jun 10 2009,319900
1297,800,W Princess ,Norfolk                         ,VA  ,23517,150180,Condominium,0,1183,15400,96700,15400,96700,15400,96700,Nov 26 1997,65900
1298,700,Botetourt Gdns,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2200,2520,100000,260500,100000,260500,100000,260500,Nov  6 1978,75100
1299,700,Boush St,Norfolk                         ,VA  ,23510,150990,Commercial,13641,NULL,382500,1164400,382500,1164400,382500,1164400,Jan 26 2007,1275000
1300,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5000,1872,161600,161200,161600,161200,161600,161200,Aug 21 2009,310000
